cust_id,label
4,0.02199847083790675
9,0.010530375095163148
12,0.01743174378881375
16,0.008560717068959384
19,0.01101540741739186
20,0.0816698997103165
21,0.02076120886448391
24,0.022896669392031655
25,0.0389948862966671
27,0.012495253717148786
30,0.03702290618607272
31,0.01214778928017934
46,0.018805375260232765
47,0.00988269240923895
49,0.005224986870142228
50,0.08855077137306526
53,0.04190183682219496
63,0.06235635526557779
65,0.04160564675164761
66,0.011718898834690477
68,0.016512636189870897
69,0.0228692262551051
76,0.007880053675929177
79,0.031194209851755743
86,0.02775715442891414
91,0.14284877226555345
98,0.012715959365424842
100,0.02955744452896502
104,0.004477608049319557
106,0.010005836375889428
108,0.028324653940629645
117,0.01434829450935536
128,0.07577309069491098
131,0.025546907534650103
132,0.010621833642191509
134,0.048662163277111745
138,0.030084898110277866
140,0.0515652261200788
142,0.014564542450732045
144,0.029191097422852266
148,0.11732949980450388
150,0.011278349112337355
151,0.004839641698214467
152,0.01526079526226962
155,0.012669221840455823
158,0.1018246712832912
162,0.0553122824962778
171,0.06255942911193285
173,0.0415814793499729
176,0.07544171214862477
184,0.015982651708721027
185,0.040663109534974436
191,0.03863122443279497
195,0.021336432915515673
199,0.057744146455570536
200,0.011902750346956795
206,0.040932497428594956
210,0.1295849788426866
219,0.025057800817173796
221,0.04459864084060511
223,0.015109353957341465
227,0.011640834779274072
230,0.017894530683724413
232,0.07030975870306515
238,0.04880989749822625
241,0.022966645040494123
245,0.22903904998538088
263,0.013410441556458371
265,0.026168799320301063
267,0.015903957983676078
273,0.021167358701695935
274,0.008299917668317844
289,0.044858701177885374
290,0.002952273477324961
291,0.05788561963593436
298,0.02218030430485095
299,0.013571419486356439
300,0.03918980979704501
301,0.016466397718270864
304,0.007945343121111422
311,0.07283550889599794
312,0.11263489429266839
314,0.015899135915990743
319,0.010863251572250442
320,0.0210661467227991
357,0.009533403480478146
363,0.010383801868946453
364,0.013792182228636117
366,0.02356887468879711
369,0.058345619564812906
382,0.008406521721298242
387,0.009296222502493495
388,0.01581951791518373
389,0.024582968241324818
390,0.1005975140490035
397,0.03642595410036457
398,0.018762798716251073
401,0.010135117830835696
402,0.012737618952146442
407,0.019141724452073936
409,0.012721133197241738
412,0.06389837638723041
415,0.04072003324204924
416,0.007345426484401223
423,0.011982663875525369
424,0.043510097094147784
426,0.006807908449544252
430,0.005508828576963929
432,0.020734898049895843
433,0.036082089155787464
435,0.045803664828946815
436,0.01045253416013851
438,0.013973287222195367
444,0.04846497058171353
445,0.030124355272735243
447,0.14266340694451377
448,0.02096853651669499
449,0.022243814664926316
450,0.19720459469961366
453,0.029233780241511406
467,0.24081291650940262
471,0.053350270476634445
473,0.010095656812654284
477,0.03169865435003635
478,0.0188529661049113
479,0.03295933299594239
486,0.040000278941325754
490,0.02645465142817618
502,0.028929781656281676
507,0.020737479657048943
511,0.03463105088241672
513,0.12340109910379989
514,0.00444616678156623
516,0.058171163109211006
524,0.025294415790055085
533,0.02048261694212048
535,0.01726203069436708
536,0.01750566466660858
538,0.0247299573724934
540,0.009235403448716461
542,0.0272207411138018
544,0.010470280862023215
547,0.039275868267868996
550,0.010473018892020214
554,0.011450479204992325
564,0.09884111901709296
567,0.23380868275365418
568,0.051094626701349684
570,0.05014886058077442
572,0.004132358461524043
573,0.08355695704385777
574,0.026857160424944425
580,0.008907118348090194
582,0.01925448437901088
589,0.03094626249413076
590,0.029786262461841673
593,0.02641582106899511
595,0.010762411774040961
596,0.029237457308635667
600,0.038065475683062684
610,0.007864861464678465
612,0.012659769677987539
617,0.01897039376587777
632,0.15545704600684762
633,0.05527670744368436
639,0.042622647267095644
642,0.004525762031088109
644,0.0483174890429298
646,0.009442001993736696
648,0.020406499584802684
649,0.1985089757784912
650,0.006860832086888695
651,0.007819747028519246
654,0.017522175883518638
655,0.008214438941356941
659,0.07709687516849549
661,0.01561307355783446
668,0.021631661466174047
669,0.04003986492838725
672,0.01739053918397964
674,0.03256743134704154
676,0.013757879314083734
677,0.010962591164168022
679,0.023021209861438
680,0.11925185771074949
681,0.0028157452142139076
683,0.044397314113729915
685,0.03822363567152258
691,0.015990367468427264
692,0.07479263596521629
693,0.010903434921752348
694,0.03380298924049525
695,0.0026752292143132315
698,0.03291391993362333
703,0.08130243717447999
704,0.02831622619348753
706,0.007876695326788617
708,0.023691441935713105
712,0.011462671182908727
714,0.01372267070730723
715,0.06921340717895587
718,0.006880553882300448
721,0.014895033557247514
722,0.004432499782958396
725,0.013880784612944995
726,0.023485480039674017
731,0.05634964898562232
735,0.04228440214647842
739,0.017940277714992684
742,0.0357649097257658
744,0.012226160906916559
748,0.010630959430496807
749,0.02755210839795711
754,0.007307654419287079
757,0.021772568969357038
758,0.031698028004485596
760,0.03714765936821689
765,0.023580063584252242
771,0.06310205251346113
772,0.10890281636240395
773,0.022800976108377027
776,0.07446496324050701
777,0.1557356006064289
779,0.018881250953331416
780,0.04043296853008074
784,0.008326359204235294
787,0.013370258202102919
789,0.029100110249976534
790,0.02055805542107756
794,0.032542073893928464
805,0.0632746648747034
817,0.00431000381627044
819,0.1953986256866622
822,0.012650206701217572
823,0.19499156709058546
828,0.14524966345677573
833,0.05427432922059409
834,0.02377877750999663
839,0.05520554974495917
851,0.061682979326335256
853,0.01805959425891821
857,0.039669427437835886
865,0.08792375580899851
866,0.009248370390209426
874,0.022451449778712402
882,0.02337120481021042
883,0.030257277198611203
